Group,Marker Icon,Marker Color,Icon Color,Custom Size,Name,Image,Description,Location,Latitude,Longitude
Special Forces,media/icons/Armco Icons/inf/inf_se_green.png,,,,Gregor,media/UNIT PHOTO/Gregor.webp,"<b>UNIT NAME</b>: Gregor</br><b>UNIT TYPE</b>: Special Forces</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: Delayed Explosive Charges, Killing Quiet, Spec-ops Gear.</br><b>Limited Ammunitions</b>: NA</br><b>Abilities</b>: NA</br><b>Force Strength</b>: Force Strength (3), Armor (0), Speed (2), Range (1).</br><b>Stealth </b>: Yes</br><b>Unit History</b>: NA</br><b>Major E. Furguson</b>: [RCSF 0] CC Vale</br><br><a href=""https://discord.com/channels/222052888531173386/1241869032110428251/1242021308267757620""><h3>Unit Dossier</h3></a></br>",,-55.627996,-55.371094
Heavy Air Transport,media/icons/Armco Icons/HAT/hat_se.png,,,,PartyBus,media/UNIT PHOTO/PartyBus.jpg,"<b>UNIT NAME</b>: PartyBus</br><b>UNIT TYPE</b>: Heavy Aerospace Transport</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: NA</br><b>Limited Ammunitions</b>: NA</br><b>Abilities</b>: NA</br><b>Force Strength</b>: Force Strength: 3 Armor: 0 Speed: 7 Range: 0</br><b>Stealth </b>: No</br><b>Unit History</b>: NA</br><b>[RCSF 0] CC Vale</b>: thefan2002 | [HTP Party Bus]</br><br><a href=""https://discord.com/channels/222052888531173386/1241869032110428251/1241903594140074156""><h3>Unit Dossier</h3></a></br>",,-34.741612,-62.841797
Special Forces,media/icons/Armco Icons/inf/inf_nw_green.png,,,,Sheffy's Dagger,media/UNIT PHOTO/Sheffy's Dagger.jpg,"<b>UNIT NAME</b>: Sheffy's Dagger</br><b>UNIT TYPE</b>: Special Forces</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: NA</br><b>Limited Ammunitions</b>: NA</br><b>Abilities</b>:  Delayed Explosive Charges</br><b>Force Strength</b>: Force Strength 3, Armor 0, Speed 2, Range 1</br><b>Stealth </b>: Yes</br><b>Unit History</b>: -Deployed to legally distinct Dune</br><b>thefan2002 | [HTP Party Bus]</b>: Sheffy Simp</br><br><a href=""https://discord.com/channels/222052888531173386/1241869032110428251/1241890620453425283""><h3>Unit Dossier</h3></a></br>",,22.674847,-108.017578
Light Vehicle,media/icons/Armco Icons/GrdLight/grdlight_s_r.png,,,,The Desperatos,media/UNIT PHOTO/The Desperatos.png,"<b>UNIT NAME</b>: The Desperatos</br><b>UNIT TYPE</b>: Light Vehicle</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: Optics</br><b>Limited Ammunitions</b>: NA</br><b>Abilities</b>: NA</br><b>Force Strength</b>: Force Strength (2), Armor (0), Speed (4), Range (2)</br><b>Stealth </b>: Yes</br><b>Unit History</b>: NA</br><b>Sheffy Simp</b>: Dresden Valareo</br><br><a href=""https://discord.com/channels/222052888531173386/1241869032110428251/1241889133098696744""><h3>Unit Dossier</h3></a></br>",,37.579413,-123.222656
VTOL,media/icons/Armco Icons/vtol/vtol_n_b.png,,,,Intruder,media/UNIT PHOTO/Intruder.png,"<b>UNIT NAME</b>: Intruder</br><b>UNIT TYPE</b>: VTOL Multi-Purpose Airlift</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: NA</br><b>Limited Ammunitions</b>: NA</br><b>Abilities</b>: NA</br><b>Force Strength</b>: Force Strength(3), Armor(1), Speed(5), Range(1)</br><b>Stealth </b>: No</br><b>Unit History</b>: NA</br><b>Dresden Valareo</b>: Invis</br><br><a href=""https://discord.com/channels/222052888531173386/1241869032110428251/1241896495280689172""><h3>Unit Dossier</h3></a></br>",,-6.926427,-70.224609
Special Forces,media/icons/Armco Icons/inf/inf_sw_green.png,,,,The Pathfinders,media/UNIT PHOTO/The Pathfinders.png,"<b>UNIT NAME</b>: The Pathfinders</br><b>UNIT TYPE</b>: Special Forces</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: Delayed Explosive Charges</br><b>Limited Ammunitions</b>: NA</br><b>Abilities</b>: NA</br><b>Force Strength</b>: Force Strength (3), Armor (0), Speed (2), Range (1)</br><b>Stealth </b>: Yes</br><b>Unit History</b>: NA</br><b>Invis</b>: Terrarian35</br><br><a href=""https://discord.com/channels/222052888531173386/1241869032110428251/1241891653858361454""><h3>Unit Dossier</h3></a></br>",,44.024422,-62.841797
Power Armored Infantry,media/icons/Armco Icons/inf/inf_s_green.png,,,,LIBERATOR,media/UNIT PHOTO/LIBERATOR.png,"<b>UNIT NAME</b>: LIBERATOR</br><b>UNIT TYPE</b>: Power Armor</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: NA</br><b>Limited Ammunitions</b>: NA</br><b>Abilities</b>: Orbital Drop, Elite Trained Power Armored Unit, Can Hold.</br><b>Force Strength</b>: Force Size ( 3 ), Armor ( 2 ), Speed (1), Range ( 1 )</br><b>Stealth </b>: No</br><b>Unit History</b>: NA</br><b>Terrarian35</b>: GG</br><br><a href=""https://discord.com/channels/222052888531173386/1241869032110428251/1241898351151288361""><h3>Unit Dossier</h3></a></br>",,34.089061,-40.253906
Irregular Infantry,media/icons/Armco Icons/inf/inf_nw_green.png,,,,VIGIL,media/UNIT PHOTO/VIGIL.png,"<b>UNIT NAME</b>: VIGIL</br><b>UNIT TYPE</b>: Irregular Infantry</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: NA</br><b>Limited Ammunitions</b>: NA</br><b>Abilities</b>: 1/4 damage output rounded up</br><b>Force Strength</b>: Force Strength( 10 ) Armor ( 0 ), Speed ( 1 ), Range ( 1 )</br><b>Stealth </b>: No</br><b>Unit History</b>: NA</br><b>GG</b>: EvilDuckGuy</br><br><a href=""https://discord.com/channels/222052888531173386/1241869032110428251/1241937736676413470""><h3>Unit Dossier</h3></a></br>",,-2.635789,-92.988281
Bomber Squadron,media/icons/Armco Icons/Bomber/Bomber_s.png,,,,CRATER,media/UNIT PHOTO/Crater.jpg,"<b>UNIT NAME</b>: CRATER</br><b>UNIT TYPE</b>: Bomber Squadron</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: NA</br><b>Limited Ammunitions</b>: NA</br><b>Abilities</b>: NA</br><b>Force Strength</b>: Force Strength (6) Armor (0), Speed (5), Range (FlyOver)</br><b>Stealth </b>: No</br><b>Unit History</b>: NA</br><b>EvilDuckGuy</b>: Tsar Nicholas II</br><br><a href=""https://discord.com/channels/222052888531173386/1241869032110428251/1242155091872714813""><h3>Unit Dossier</h3></a></br>",,37.579413,-47.636719
Ground Main Battle Tank,media/icons/Armco Icons/MainTank/Main_Tnk_nw_r.png,,,,IRONCLAD,media/UNIT PHOTO/IRONCLAD.webp,"<b>UNIT NAME</b>: IRONCLAD</br><b>UNIT TYPE</b>: Main Battle Tank</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: NA</br><b>Limited Ammunitions</b>: NA</br><b>Abilities</b>: *AP: 3
*Armor Weak Spot: Rear Hex wall
*Fits inside a Heavy Air Transport</br><b>Force Strength</b>: Force Strength (3) Armor (3), Speed (2), Range (2)</br><b>Stealth </b>: No</br><b>Unit History</b>: NA</br><b>Tsar Nicholas II</b>: F1r35T0rM</br><br><a href=""https://discord.com/channels/222052888531173386/1241869032110428251/1242091696649666571""><h3>Unit Dossier</h3></a></br>",,-15.36895,-100.546875
Med Mech,media/icons/Armco Icons/MedMech/MedMech_n_r.png,,,,HELLFLARE,media/UNIT PHOTO/Hellflare.jpg,"<b>UNIT NAME</b>: HELLFLARE</br><b>UNIT TYPE</b>: Med Mech</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: HMG, Melee Weapon Upgrade.</br><b>Limited Ammunitions</b>: HMG ammo</br><b>Abilities</b>: Burst fire</br><b>Force Strength</b>: Force Strength (4) Armor (2) speed (3) Range (1)</br><b>Stealth </b>: No</br><b>Unit History</b>: NA</br><b>F1r35T0rM</b>: Daytrix_gaming</br><br><a href=""https://discord.com/channels/222052888531173386/1241869032110428251/1241937248963002468""><h3>Unit Dossier</h3></a></br>",,-2.635789,-92.988281
Light Mech,media/icons/Armco Icons/LghMech/lgh_mech_ne.png,,,,VOID,,"<b>UNIT NAME</b>: VOID</br><b>UNIT TYPE</b>: Light Mech</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: Auto Cannon </br><b>Limited Ammunitions</b>: AC 3/3 SHOTS</br><b>Abilities</b>: NA</br><b>Force Strength</b>: FS (3) Ap(3) ARMOR (1) SPEED (4)  RANGE (2) </br><b>Stealth </b>: No</br><b>Unit History</b>: NA</br><b>Daytrix_gaming</b>: Voidrunnner</br><br><a href=""https://discord.com/channels/222052888531173386/1211452812865568811/1243352092362412103""><h3>Unit Dossier</h3></a></br>",,-2.635789,-92.988281
Basic Infantry,media/icons/Armco Icons/inf/inf_n_green.png,,,,BREACHER,media/UNIT PHOTO/Breacher.jfif,"<b>UNIT NAME</b>: BREACHER</br><b>UNIT TYPE</b>: Infantry</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: Flack Vests, Shotguns</br><b>Limited Ammunitions</b>: 1/1 Shotguns</br><b>Abilities</b>: NA</br><b>Force Strength</b>: Force Strength (5) Armor (1) Speed (1) Range (1)</br><b>Stealth </b>: No</br><b>Unit History</b>: NA</br><b>Voidrunnner</b>: Mind (Delstari Siege Company)</br><br><a href=""https://discord.com/channels/222052888531173386/1241869032110428251/1241890411761373184""><h3>Unit Dossier</h3></a></br>",,-15.36895,-85.341797
Engineer,media/icons/Armco Icons/Eng/eng_se_g.png,,,,PATCHER,,"<b>UNIT NAME</b>: PATCHER</br><b>UNIT TYPE</b>: Combat Engineers</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: Road building equipment</br><b>Limited Ammunitions</b>: 9/9 building supplies</br><b>Abilities</b>: NA</br><b>Force Strength</b>: FS:3, Arm:0, Spd:1, Range:1</br><b>Stealth </b>: No</br><b>Unit History</b>: NA</br><b>Mind (Delstari Siege Company)</b>: Besttoasterboi</br><br><a href=""https://discord.com/channels/222052888531173386/1241869032110428251/1241974830207729714""><h3>Unit Dossier</h3></a></br>",,-11.264612,-77.783203
Destroyer,media/icons/Armco Icons/Destroyer/Destroyer_ne_b.png,,,,Eitri,,"<b>UNIT NAME</b>: Eitri</br><b>UNIT TYPE</b>: Destroyer</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: Rapid Fire Anti-air Guns, Carrier Flight Deck, Massive Cargo Bay, Through Ship Hangar, Aerospace Storage Hangar</br><b>Limited Ammunitions</b>: NA</br><b>Abilities</b>: NA</br><b>Force Strength</b>: (4) Armor ( 1 ), Speed ( 3 ), Range ( 6 )</br><b>Stealth </b>: No</br><b>Unit History</b>: First wave on Haven. killed 1 Scythe unit</br><b>Besttoasterboi</b>: Cusbane</br><br><a href=""https://discord.com/channels/222052888531173386/1241869032110428251/1241889408391581797""><h3>Unit Dossier</h3></a></br>",,-27.44979,-62.841797
Bomber Squadron,media/icons/Armco Icons/Bomber/Bomber_ne.png,,,,BrickLayers,media/UNIT PHOTO/Brick Layers.png,"<b>UNIT NAME</b>: BrickLayers</br><b>UNIT TYPE</b>: Bomber Squadron</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: NA</br><b>Limited Ammunitions</b>: Cluster Bombs, Hellfire Bombs</br><b>Abilities</b>: NA</br><b>Force Strength</b>: Force Strength: ( 6 ) Armor ( 0 ), Speed ( 5 ), Range ( Fly over )</br><b>Stealth </b>: No</br><b>Unit History</b>: Participated in operation Leftover Soup and rushed the AA tower before it could do damage
*Kills: AA spore tower, Small Hive, part of large hive</br><b>Cusbane</b>: LEGOeatPokemon</br><br><a href=""https://discord.com/channels/222052888531173386/1241869032110428251/1242153128321880204""><h3>Unit Dossier</h3></a></br>",,-27.44979,-62.841797
Heavy Arty,media/icons/Armco Icons/HvyArty/HvyArty_n.png,,,,Smashers,media/UNIT PHOTO/Smashers.jpg,"<b>UNIT NAME</b>: Smashers</br><b>UNIT TYPE</b>: Heavy Arty</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: NA</br><b>Limited Ammunitions</b>: NA</br><b>Abilities</b>: Deploy, Abandon Guns, Indirect Fire</br><b>Force Strength</b>: Force Strength (3) Armor (0), Speed (0), Range (8)</br><b>Stealth </b>: No</br><b>Unit History</b>: NA</br><b>LEGOeatPokemon</b>: Romemax</br><br><a href=""https://discord.com/channels/222052888531173386/1241869032110428251/1242081713962749992""><h3>Unit Dossier</h3></a></br>",,-11.264612,-77.783203
Corvette,media/icons/Armco Icons/Corvette/cor_ne_b.png,,,,Stargazer,media/UNIT PHOTO/Stargazer.png,"<b>UNIT NAME</b>: Stargazer</br><b>UNIT TYPE</b>: Corvette</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: Heavy Ground Vehicle Bay, Landing Gear</br><b>Limited Ammunitions</b>: NA</br><b>Abilities</b>: Able to carry up to 2 ground vehicles, or one super heavy tank | Land on planets</br><b>Force Strength</b>: FS 10, Armor 2, Speed 4, Range 6</br><b>Stealth </b>: No</br><b>Unit History</b>: NA</br><b>Romemax</b>: Wolf Fang1414</br><br><a href=""https://discord.com/channels/222052888531173386/1218549669467258980/1240526170047381564""><h3>Unit Dossier</h3></a></br>",,-11.264612,-77.783203
Combat Medic,media/icons/Armco Icons/cmed/cmed_se_green.png,,,,Stichers,media/UNIT PHOTO/Stitchers.png,"<b>UNIT NAME</b>: Stichers</br><b>UNIT TYPE</b>: Combat Medic</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: Flack Vests - Dedicated Light Emergency Vehicles</br><b>Limited Ammunitions</b>: NA</br><b>Abilities</b>: Double Time - Heal - Setup/Dismantle M.A.S.H - Medical Evac</br><b>Force Strength</b>: Force Strength ( 3 ) - Armor ( 1 ) - Speed ( 1 ) - Range ( 1 )</br><b>Stealth </b>: No</br><b>Unit History</b>: Served in Operation Gleaming Trident to defend Sitka during the Haven Campaign</br><b>Wolf Fang1414</b>: Wolfe {Blood Runners - Medics}</br><br><a href=""https://discord.com/channels/222052888531173386/1241869032110428251/1241895367998701688""><h3>Unit Dossier</h3></a></br>",,-19.394068,-77.783203
Ground Logi,media/icons/Armco Icons/Logi/Logi_ne.png,,,,Respite,media/UNIT PHOTO/Respite.jpg,"<b>UNIT NAME</b>: Respite</br><b>UNIT TYPE</b>: Logi Truck</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: NA</br><b>Limited Ammunitions</b>: Transport: 2 Infantry/ 2 Supply Crates. Tow: 1 Arty.</br><b>Abilities</b>: NA</br><b>Force Strength</b>: Force Strength (1), Armor (0), Speed (3), Range(0)</br><b>Stealth </b>: No</br><b>Unit History</b>: NA</br><b>Wolfe {Blood Runners - Medics}</b>: Sirow</br><br><a href=""https://discord.com/channels/222052888531173386/1241869032110428251/1241958997288947723""><h3>Unit Dossier</h3></a></br>",,-19.394068,-62.841797
Engineer,media/icons/Armco Icons/Eng/eng_n_g.png,,,,Ants,media/UNIT PHOTO/The Ants.png,"<b>UNIT NAME</b>: Ants</br><b>UNIT TYPE</b>: Combat Engineers</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: Roadbuilding Equipment</br><b>Limited Ammunitions</b>: Build Supply 9/9</br><b>Abilities</b>: Dig Trenches, Build Bunker Network, Build Road, Build Rough Airfield, Repair Vehicle</br><b>Force Strength</b>: Force Strength (3) Armor (0), Speed (1), Range (1)</br><b>Stealth </b>: No</br><b>Unit History</b>: NA</br><b>Sirow</b>: Simm</br><br><a href=""https://discord.com/channels/222052888531173386/1241869032110428251/1242026554092032050""><h3>Unit Dossier</h3></a></br>",,-38.203655,-70.224609
Basic Infantry,media/icons/Armco Icons/inf/inf_n_green.png,,,,Rocky,media/UNIT PHOTO/Rocky.jpg,"<b>UNIT NAME</b>: Rocky</br><b>UNIT TYPE</b>: Infantry</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: Melee Weapons - Standard, Flak Vests</br><b>Limited Ammunitions</b>: NA</br><b>Abilities</b>: NA</br><b>Force Strength</b>: Force Strength (5), Armor (1), Speed (1), Range (1)</br><b>Stealth </b>: No</br><b>Unit History</b>: NA</br><b>Simm</b>: SuburbanWolf</br><br><a href=""https://discord.com/channels/222052888531173386/1241869032110428251/1243866693915250779""><h3>Unit Dossier</h3></a></br>",,-44.715514,-70.224609
Ground Logi,media/icons/Armco Icons/Logi/Logi_se.png,,,,Bendigo,media/UNIT PHOTO/Bendigo Howlers.png,"<b>UNIT NAME</b>: Bendigo</br><b>UNIT TYPE</b>: Logi Truck</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: NA</br><b>Limited Ammunitions</b>: NA</br><b>Abilities</b>: NA</br><b>Force Strength</b>: Force Strength( 1 ) Armor ( 0 ), Speed (3), Range ( - )</br><b>Stealth </b>: No</br><b>Unit History</b>: (Did NOT get crushed by the falling Titan of Haven)</br><b>SuburbanWolf</b>: JDanger87</br><br><a href=""https://discord.com/channels/222052888531173386/1218549669467258980/1223092805564498032""><h3>Unit Dossier</h3></a></br>",,-23.563987,-55.371094
Heavy Arty,media/icons/Armco Icons/HvyArty/HvyArty_n.png,,,,Corpus,,"<b>UNIT NAME</b>: Corpus</br><b>UNIT TYPE</b>: Heavy Arty</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>JDanger87</b>: Vafþrúðnir, at wits end</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-23.563987,-55.371094
Ground Logi,media/icons/Armco Icons/Logi/Logi_sw.png,,,,Libertea,,"<b>UNIT NAME</b>: Libertea</br><b>UNIT TYPE</b>: Logi Truck</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Vafþrúðnir, at wits end</b>: eJ1mmy (Logi | Libertea)</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-23.563987,-70.224609
Heavy Arty,media/icons/Armco Icons/HvyArty/HvyArty_se.png,,,,HR,,"<b>UNIT NAME</b>: HR</br><b>UNIT TYPE</b>: Heavy Arty</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>eJ1mmy (Logi | Libertea)</b>: Obsidian001</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-15.36895,-70.224609
Heavy Arty,media/icons/Armco Icons/HvyArty/HvyArty_ne.png,,,,Altar,,"<b>UNIT NAME</b>: Altar</br><b>UNIT TYPE</b>: Heavy Arty</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Obsidian001</b>: Pale Ink</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-15.36895,-70.224609
Corvette,media/icons/Armco Icons/Corvette/cor_sw_b.png,,,,Atlas,,"<b>UNIT NAME</b>: Atlas</br><b>UNIT TYPE</b>: VTOL Heavy Troop Transport</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Pale Ink</b>: Walkman</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,30.448674,-32.695313
Combat Medic,media/icons/Armco Icons/cmed/cmed_n_green.png,,,,Calidonia-1,,"<b>UNIT NAME</b>: Calidonia-1</br><b>UNIT TYPE</b>: Combat Medic</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Walkman</b>: Esper (Legionary Trauma Wing)</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,37.579413,-32.695313
Special Forces - Sapper,media/icons/Armco Icons/inf/inf_nw_green.png,,,,HACS,,"<b>UNIT NAME</b>: HACS</br><b>UNIT TYPE</b>: Sappers</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Esper (Legionary Trauma Wing)</b>: HandyAndy</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,40.913513,-40.253906
Basic Infantry,media/icons/Armco Icons/inf/inf_n_green.png,,,,Gladian,,"<b>UNIT NAME</b>: Gladian</br><b>UNIT TYPE</b>: Infantry</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>HandyAndy</b>: Cpt_Graftin (Dragoons of Gladia)</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,40.913513,-24.960937
Basic Infantry,media/icons/Armco Icons/inf/inf_sw_green.png,,,,Kelly's,,"<b>UNIT NAME</b>: Kelly's</br><b>UNIT TYPE</b>: Infantry</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Cpt_Graftin (Dragoons of Gladia)</b>: PBJ Jesus</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,34.089061,-24.960937
Ground Main Battle Tank,media/icons/Armco Icons/MainTank/Main_Tnk_ne_r.png,,,,Pupper,,"<b>UNIT NAME</b>: Pupper</br><b>UNIT TYPE</b>: Main Battle Tank</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>PBJ Jesus</b>: Drakefance5</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,30.448674,-17.402344
Corvette,media/icons/Armco Icons/Corvette/cor_ne_b.png,,,,Exodus,,"<b>UNIT NAME</b>: Exodus</br><b>UNIT TYPE</b>: Corvette</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: WARNING! BORDING IN ACTION! LOSS OF SHIP IN 5 ROUNDS!!!!</br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Drakefance5</b>: gogurt_swag79</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-2.635789,-32.695313
VTOL Heavy Transport,media/icons/Armco Icons/vtol/vtol_ne_b.png,,,,Shoebill-1,,"<b>UNIT NAME</b>: Shoebill-1</br><b>UNIT TYPE</b>: VTOL Heavy Troop Transport</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>gogurt_swag79</b>: Daimyo (Shoebill-1)</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-15.36895,-40.253906
VTOL Heavy Lift,media/icons/Armco Icons/vtol/vtol_s_b.png,,,,Egocide,,"<b>UNIT NAME</b>: Egocide</br><b>UNIT TYPE</b>: VTOL Heavy Lift</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Daimyo (Shoebill-1)</b>: Kingsalad</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-27.44979,-47.636719
Light Mech,media/icons/Armco Icons/LghMech/lgh_mech_se.png,,,,Prodigal,,"<b>UNIT NAME</b>: Prodigal</br><b>UNIT TYPE</b>: Light Mech</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Kingsalad</b>: gufiu</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-27.44979,-47.636719
Corvette,media/icons/Armco Icons/Corvette/cor_n_b.png,,,,Gulfstar,,"<b>UNIT NAME</b>: Gulfstar</br><b>UNIT TYPE</b>: Corvette</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>gufiu</b>: KTRexx</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-11.264612,-62.841797
Mechanized Infantry,media/icons/Armco Icons/MechINF/MechINF_s.png,,,,Blackstone,,"<b>UNIT NAME</b>: Blackstone</br><b>UNIT TYPE</b>: Mechanized Inf.</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>KTRexx</b>: Templar</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-11.264612,-17.402344
Fighter Squadron,media/icons/Armco Icons/fighter/fighter_se.png,,,,Corsair,,"<b>UNIT NAME</b>: Corsair</br><b>UNIT TYPE</b>: Fighter Squadron</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Templar</b>: Supercoop</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-34.741612,-47.636719
Ground Main Battle Tank,media/icons/Armco Icons/MainTank/Main_Tnk_s_r.png,,,,Arenak,,"<b>UNIT NAME</b>: Arenak</br><b>UNIT TYPE</b>: Main Battle Tank</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Supercoop</b>: Avitus | A3:Tarkus | Meta:Herald</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-50.457504,-55.371094
Engineer,media/icons/Armco Icons/Eng/eng_s_g.png,,,,Bastion,,"<b>UNIT NAME</b>: Bastion</br><b>UNIT TYPE</b>: Combat Engineers</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Avitus | A3:Tarkus | Meta:Herald</b>: Casokat</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-31.052934,-70.224609
